,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,1,2,5,3,-4.803550307207307,4.803550307207307,bi@tI,anti_homophones
1,1,0,0,9,2,-6.3547656266529575,6.3547656266529575,stEtsHt2d,anti_homophones
2,1,0,1,10,5,-4.9948888238278055,4.9948888238278055,8r5d2n{mIk,anti_homophones
3,1,0,1,8,2,-5.650380236884731,5.650380236884731,bl{sf{lt,anti_homophones
4,1,0,0,17,9,-12.109996078595527,12.109996078595527,Insup@rIm5nI{l@tI,anti_homophones
5,1,0,0,9,3,-6.334069198674032,6.334069198674032,pr@spIS@s,anti_homophones
6,1,1,0,9,3,-5.312087677298468,5.312087677298468,dIsEpt@bP,anti_homophones
7,1,0,0,8,3,-5.7634283286348085,5.7634283286348085,h2p@kVSH,anti_homophones
8,1,1,0,9,4,-5.56588036271342,5.56588036271342,jun{nIm@s,anti_homophones
9,1,18,3,2,1,-4.584809347535934,4.584809347535934,s4,anti_homophones
10,1,0,0,12,5,-5.845013217997975,5.845013217997975,m@nQp@lItIkP,anti_homophones
11,1,0,0,11,4,-8.224651926680693,8.224651926680693,v3s@tIfIsHt,anti_homophones
12,1,7,0,6,2,-5.643684419037403,5.643684419037403,m{ndId,anti_homophones
13,1,0,0,11,4,-5.954629251884986,5.954629251884986,sIzj9r7snIs,anti_homophones
14,1,3,0,4,2,-5.383439792911289,5.383439792911289,g1S@,anti_homophones
15,1,0,0,15,6,-10.564584136437016,10.564584136437016,v{kjuz@b{l@ntlI,anti_homophones
16,1,0,0,10,4,-8.341479903782473,8.341479903782473,hIp@kQndIN,anti_homophones
17,1,2,1,5,2,-4.981163433611273,4.981163433611273,h$m5n,anti_homophones
18,1,0,0,9,3,-7.922502430040372,7.922502430040372,kQmpr@m9R,anti_homophones
19,1,36,3,3,1,-4.5742836599029975,4.5742836599029975,dil,anti_homophones
20,1,1,0,6,2,-5.677106470020432,5.677106470020432,lIkjul,anti_homophones
21,1,0,0,12,4,-8.32831403010898,8.32831403010898,sIkstr{t@nlI,anti_homophones
22,1,16,0,3,1,-5.4621320121843215,5.4621320121843215,m@k,anti_homophones
23,1,2,2,6,2,-4.725970543428776,4.725970543428776,w3k@bP,anti_homophones
24,1,4,0,6,2,-5.1629365658102815,5.1629365658102815,tImb@s,anti_homophones
25,1,0,0,10,4,-6.2302573599525335,6.2302573599525335,m{d@mw@zEl,anti_homophones
26,1,0,0,8,3,-5.957206453912322,5.957206453912322,t1l@snIs,anti_homophones
27,1,0,0,14,5,-15.160638474730701,15.160638474730701,$lrEndl@Rl2tIs,anti_homophones
28,1,0,0,8,3,-9.255414749954124,9.255414749954124,t1ltEr5g,anti_homophones
29,1,9,4,5,2,-4.304802903582827,4.304802903582827,tIdlI,anti_homophones
30,1,4,0,6,2,-4.851022266616235,4.851022266616235,mVsk@R,anti_homophones
31,1,0,0,7,2,-9.726651720193107,9.726651720193107,n3vzdIk,anti_homophones
32,1,0,0,11,3,-5.1387916295923945,5.1387916295923945,prIzEntm@nt,anti_homophones
33,1,0,0,7,2,-7.346320821216714,7.346320821216714,plVnd1n,anti_homophones
34,1,5,2,5,2,-4.488392058336569,4.488392058336569,@ksEs,anti_homophones
35,1,1,1,10,4,-5.186128045127618,5.186128045127618,prQvId@nsI,anti_homophones
36,1,0,0,10,5,-7.534150892124408,7.534150892124408,k{l5mEl5nI,anti_homophones
37,1,0,0,9,4,-9.116938332557142,9.116938332557142,hQbstErI5,anti_homophones
38,1,4,7,5,2,-3.777655774196871,3.777655774196871,wUm@n,anti_homophones
39,1,0,0,13,5,-8.43402237165926,8.43402237165926,ImprudImEmb@R,anti_homophones
40,1,0,0,10,4,-6.83615079674469,6.83615079674469,kQk@sIl@bP,anti_homophones
41,1,1,2,6,2,-4.432547417101722,4.432547417101722,s5S@bP,anti_homophones
42,1,1,4,7,2,-4.506728143109606,4.506728143109606,dIfl1SH,anti_homophones
43,1,5,1,7,2,-6.243472100610917,6.243472100610917,tr{nsIN,anti_homophones
44,1,1,2,6,2,-5.0345270314182455,5.0345270314182455,pQtbEd,anti_homophones
45,1,0,0,10,5,-8.729672612512676,8.729672612512676,It@rIfIk@n,anti_homophones
46,1,13,1,4,1,-4.838249747267294,4.838249747267294,vQks,anti_homophones
47,1,0,0,6,2,-5.096444800137415,5.096444800137415,tr2jun,anti_homophones
48,1,1,0,8,3,-6.213647207680837,6.213647207680837,k#tIdnIs,anti_homophones
49,1,0,0,5,2,-7.352625429297868,7.352625429297868,n2rQn,anti_homophones
50,1,35,3,3,1,-4.576167607994257,4.576167607994257,l5n,anti_homophones
51,1,0,0,8,2,-8.958478171470398,8.958478171470398,kw3ndP@R,anti_homophones
52,1,1,1,5,2,-4.426610467492763,4.426610467492763,hElTI,anti_homophones
53,1,4,1,6,1,-5.110376461614472,5.110376461614472,stEnSH,anti_homophones
54,1,0,0,7,3,-5.683028550427184,5.683028550427184,J1n_@rI,anti_homophones
55,1,1,0,6,2,-5.118594835486559,5.118594835486559,s1Sj@n,anti_homophones
56,1,0,0,7,3,-5.069480736505142,5.069480736505142,Inibr7t,anti_homophones
57,1,5,1,4,2,-4.709044022060884,4.709044022060884,@w8R,anti_homophones
58,1,1,1,6,2,-5.055501152019011,5.055501152019011,S#pn@R,anti_homophones
59,1,0,0,14,4,-8.115253499089839,8.115253499089839,b{kklVbfVsk1SH,anti_homophones
60,1,10,4,6,2,-4.53827265773031,4.53827265773031,mErIkP,anti_homophones
61,1,0,0,14,6,-7.713761543720093,7.713761543720093,2s@l1nj@n2z1SH,anti_homophones
62,1,0,0,10,3,-6.8151905946744895,6.8151905946744895,p2pkl1m@nt,anti_homophones
63,1,9,5,5,1,-4.053483170479854,4.053483170479854,sprIN,anti_homophones
64,1,0,0,12,5,-11.523204846307845,11.523204846307845,k{pJ@Rp@v1@R,anti_homophones
65,1,0,0,13,5,-8.832669641508506,8.832669641508506,pr@f{n@lIsnIs,anti_homophones
66,1,4,2,5,2,-4.7150577862977245,4.7150577862977245,vju@R,anti_homophones
67,1,7,4,4,1,-4.260492027647626,4.260492027647626,klVb,anti_homophones
