,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,12,1,4,1,-4.440824235269783,4.440824235269783,klAt,neutral
1,1,0,0,13,4,-10.380655687816116,10.380655687816116,kroz@kokplats,neutral
2,1,1,0,9,3,-7.871417713399162,7.871417713399162,mAjstElIN,neutral
3,1,12,0,2,1,-4.81228595596834,4.81228595596834,ti,neutral
4,1,8,0,5,2,-4.840353196919892,4.840353196919892,hud@r,neutral
5,1,3,0,4,1,-5.7952482871877224,5.7952482871877224,rOlm,neutral
6,1,9,2,5,1,-3.839926499205542,3.839926499205542,strok,neutral
7,1,0,0,7,3,-7.433019575174301,7.433019575174301,kolibAl,neutral
8,1,8,7,5,1,-3.711253491260079,3.711253491260079,strLk,neutral
9,1,2,0,7,3,-6.407253419797731,6.407253419797731,avOlGIN,neutral
10,1,0,0,7,3,-6.070183240766036,6.070183240766036,x@hOlt@,neutral
11,1,0,0,16,6,-12.410950171535726,12.410950171535726,AzblazunswInarEs,neutral
12,1,0,0,17,7,-8.10925432152933,8.10925432152933,familivOltrEf@nIN,neutral
13,1,1,0,5,1,-5.6580494443241935,5.6580494443241935,fiG7r,neutral
14,1,2,11,7,3,-4.036514496483969,4.036514496483969,Ontr<l@,neutral
15,1,0,1,8,2,-5.6443275638195285,5.6443275638195285,b}lkfart,neutral
16,1,6,4,6,2,-4.099292350622788,4.099292350622788,klav@r,neutral
17,1,0,0,22,9,-18.222533884497402,18.222533884497402,anhal@bANkred@sxed@lKf,neutral
18,1,11,0,3,1,-4.8297248956515055,4.8297248956515055,lik,neutral
19,1,0,0,6,2,-5.988238207046308,5.988238207046308,dAGOrt,neutral
20,1,6,8,5,2,-3.6913069298206933,3.6913069298206933,honIN,neutral
21,1,0,0,7,1,-6.083837468488248,6.083837468488248,Onspr7k,neutral
22,1,1,0,9,3,-6.004167258347979,6.004167258347979,bot@rbAnt,neutral
23,1,1,0,8,3,-5.73961327791217,5.73961327791217,konINdMw,neutral
24,1,1,4,7,2,-4.403330570177338,4.403330570177338,sporwEx,neutral
25,1,3,4,6,1,-3.640788121882824,3.640788121882824,kl7r@x,neutral
26,1,1,0,9,4,-6.141758398421325,6.141758398421325,lesuf@nIs,neutral
27,1,0,0,10,4,-5.790425492558031,5.790425492558031,mElkObrEN@,neutral
28,1,0,0,12,4,-8.515110174807127,8.515110174807127,drikOp@lst}k,neutral
29,1,0,2,7,2,-5.323312114441353,5.323312114441353,lonGrup,neutral
30,1,0,0,23,8,-16.326662180820332,16.326662180820332,pOp@rvl}xtk}nINsOrd@los,neutral
31,1,2,0,9,3,-7.705298865286575,7.705298865286575,v@rtrotIN,neutral
32,1,1,2,7,3,-5.156323221654098,5.156323221654098,mus@lin,neutral
33,1,1,0,7,3,-6.030913613587668,6.030913613587668,amblad@,neutral
34,1,7,1,6,2,-4.513177628958506,4.513177628958506,slLj@r,neutral
35,1,1,0,8,3,-6.479161954292502,6.479161954292502,b@tOnIks,neutral
36,1,7,16,4,1,-3.7382972643635184,3.7382972643635184,stem,neutral
37,1,2,0,5,2,-4.712687558143482,4.712687558143482,mOp@x,neutral
38,1,1,0,8,4,-5.451823984028113,5.451823984028113,bom@hMt@,neutral
39,1,0,0,9,3,-10.873120853850505,10.873120853850505,prKz@pExt,neutral
40,1,0,0,11,4,-8.044667605304937,8.044667605304937,t}xtmol@nar,neutral
41,1,6,3,5,2,-4.304754072808848,4.304754072808848,vret@,neutral
42,1,0,0,27,9,-20.6458990091008,20.6458990091008,bov@lINswer@ltfEstinhKmwort,neutral
43,1,0,0,12,5,-8.432933079031983,8.432933079031983,OnOntwIk@los,neutral
44,1,0,0,8,3,-4.939646161609716,4.939646161609716,bLkOrGan,neutral
45,1,3,2,7,3,-4.64055486721458,4.64055486721458,b@hAnd@,neutral
46,1,0,0,13,5,-12.278972324755191,12.278972324755191,tANgop@sprew@,neutral
47,1,4,0,7,3,-5.51027197118194,5.51027197118194,rek@l@k,neutral
48,1,10,8,4,2,-4.066034177190798,4.066034177190798,bov@,neutral
49,1,0,0,10,3,-7.748704102313696,7.748704102313696,rKsmAlfIlm,neutral
50,1,0,0,12,4,-6.459763737070521,6.459763737070521,xrEnsrek@nIN,neutral
51,1,0,0,13,5,-7.985113988403762,7.985113988403762,rivirblInd@r@,neutral
52,1,1,0,7,2,-6.091182103620732,6.091182103620732,wErgbom,neutral
53,1,0,0,6,2,-5.253296019693928,5.253296019693928,b}kSEk,neutral
54,1,1,22,7,2,-3.5342676187980877,3.5342676187980877,stAtSOn,neutral
55,1,0,0,9,3,-7.156802858835909,7.156802858835909,tOpstrep@,neutral
56,1,0,0,9,2,-5.486253129222671,5.486253129222671,draxkrAxt,neutral
57,1,8,1,4,1,-4.433987318795298,4.433987318795298,rIts,neutral
58,1,0,0,7,2,-5.478049132155283,5.478049132155283,wErkpAk,neutral
59,1,0,1,7,2,-5.487951355796028,5.487951355796028,xrMws@l,neutral
60,1,0,0,25,8,-14.867320857117306,14.867320857117306,prEntf@rvErvdetAjhAnd@lIN,neutral
61,1,7,12,4,1,-3.45220159218109,3.45220159218109,pOst,neutral
