,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,1,0,7,3,-5.764847261110012,5.764847261110012,brut@lI,neutral
1,1,1,0,5,2,-4.687020897972858,4.687020897972858,TivIS,neutral
2,1,0,0,9,4,-8.59429157368433,8.59429157368433,@k6ntIn@R,neutral
3,1,0,0,8,3,-6.850983024057029,6.850983024057029,b3nus@bP,neutral
4,1,7,0,5,2,-4.827703050342544,4.827703050342544,w{k@R,neutral
5,1,0,0,9,2,-7.234139529774758,7.234139529774758,sm5kskr{p,neutral
6,1,2,0,5,2,-5.329390208089332,5.329390208089332,t$ntI,neutral
7,1,0,0,17,6,-12.876865465307713,12.876865465307713,sup@strVkS@nPIzin,neutral
8,1,0,0,10,4,-6.621086018854903,6.621086018854903,sEmInIstIk,neutral
9,1,0,0,6,2,-6.025321002953543,6.025321002953543,wilr2z,neutral
10,1,2,0,5,2,-6.415185176530394,6.415185176530394,pri@l,neutral
11,1,0,0,9,4,-5.069544833748955,5.069544833748955,kQzmQl@_I,neutral
12,1,2,0,6,2,-4.832867202765303,4.832867202765303,sp#t@n,neutral
13,1,2,0,6,2,-5.280494902751994,5.280494902751994,Ikstr@,neutral
14,1,0,0,8,3,-4.701563445903279,4.701563445903279,bIwIld@R,neutral
15,1,0,4,6,3,-4.453158280627607,4.453158280627607,s$s@rI,neutral
16,1,2,0,5,3,-5.668286698236374,5.668286698236374,#kItI,neutral
17,1,0,0,9,3,-6.246596731031875,6.246596731031875,pris@mnIs,neutral
18,1,0,0,7,3,-5.769425566659489,5.769425566659489,s2kl5pi,neutral
19,1,2,0,5,2,-4.869873797788695,4.869873797788695,sQfIk,neutral
20,1,3,0,6,2,-4.899271636201596,4.899271636201596,t1ntlI,neutral
21,1,1,2,4,2,-4.517905164103096,4.517905164103096,@v1l,neutral
22,1,10,0,4,1,-4.530947077102152,4.530947077102152,dEns,neutral
23,1,1,4,5,1,-4.771373081381529,4.771373081381529,fl{tH,neutral
24,1,0,0,14,5,-8.073925997996431,8.073925997996431,h6sbr5s2tIdnIs,neutral
25,1,4,3,5,3,-4.699502604450936,4.699502604450936,{l@_I,neutral
26,1,10,1,4,1,-4.589895477580617,4.589895477580617,kl{N,neutral
27,1,0,0,17,5,-11.083952380149803,11.083952380149803,wIsk@ndEntPwUm@nt,neutral
28,1,6,1,5,1,-4.780903790894776,4.780903790894776,tr{mp,neutral
29,1,10,3,4,1,-4.393657738951686,4.393657738951686,kr1n,neutral
30,1,2,1,7,3,-4.782786083423201,4.782786083423201,muv@blI,neutral
31,1,0,0,6,2,-5.27229407544754,5.27229407544754,J{st2z,neutral
32,1,0,0,7,3,-4.92302222575621,4.92302222575621,5v@plVs,neutral
33,1,0,0,6,2,-7.324840633681355,7.324840633681355,f{lf@R,neutral
34,1,0,0,7,3,-5.13587239948569,5.13587239948569,@kw{tIk,neutral
35,1,0,0,12,4,-10.351756562595002,10.351756562595002,s1lzrid@blIk,neutral
36,1,0,0,8,3,-5.418231526105657,5.418231526105657,6tm#st@R,neutral
37,1,0,0,13,5,-6.74546643137694,6.74546643137694,rEtr5grESH@rI,neutral
38,1,0,2,7,3,-4.867042251403434,4.867042251403434,_2@r1SH,neutral
39,1,1,0,6,2,-4.7394864373226895,4.7394864373226895,SIpb$d,neutral
40,1,5,0,5,2,-5.066923012172611,5.066923012172611,lItrI,neutral
41,1,2,0,5,2,-7.524020296069695,7.524020296069695,8fl5J,neutral
42,1,0,0,7,3,-5.574267991423747,5.574267991423747,fIlIpin,neutral
43,1,0,0,12,5,-7.174643587591808,7.174643587591808,kQm@d1tlIslI,neutral
44,1,1,4,6,2,-4.384760306001904,4.384760306001904,tIn1SH,neutral
45,1,0,0,10,4,-6.909034173108312,6.909034173108312,v{kjuz@tIv,neutral
46,1,0,0,8,2,-8.471695660914847,8.471695660914847,sEnd@ndz,neutral
47,1,0,0,10,3,-8.224823513742336,8.224823513742336,s1lpl1nj@n,neutral
48,1,5,2,4,1,-4.465501563514381,4.465501563514381,sESH,neutral
49,1,3,0,5,2,-4.701827789557764,4.701827789557764,p@lEs,neutral
50,1,0,0,8,3,-7.985707203497553,7.985707203497553,Eksp{tr7,neutral
51,1,2,2,6,2,-4.969084510481569,4.969084510481569,dQlh6s,neutral
52,1,0,0,4,2,-8.349118166034602,8.349118166034602,#Jun,neutral
53,1,0,1,11,5,-4.987442204120714,4.987442204120714,QfT{lmQl@_I,neutral
54,1,0,0,5,3,-5.685983831545513,5.685983831545513,@JEl5,neutral
55,1,0,0,19,7,-11.261098287350004,11.261098287350004,stQk_$ntIn{bjUl@r2z,neutral
56,1,12,0,4,2,-4.737156169102697,4.737156169102697,t$rI,neutral
57,1,3,1,7,3,-4.890842581628782,4.890842581628782,sIlInIs,neutral
58,1,0,0,15,5,-9.520101186574475,9.520101186574475,trQtskI2bP2z1SH,neutral
59,1,0,0,8,3,-7.583732180332153,7.583732180332153,lQljUm@n,neutral
60,1,6,0,4,1,-5.509855449039093,5.509855449039093,b$SH,neutral
61,1,0,0,14,5,-8.489212402255234,8.489212402255234,bliJIzm@lIgn2t,neutral
62,1,0,1,6,2,-4.762973740923501,4.762973740923501,bUkm#k,neutral
63,1,19,3,4,2,-4.3723496397272035,4.3723496397272035,vIlI,neutral
64,1,0,0,8,3,-8.533816269017096,8.533816269017096,kl1m$t2m,neutral
65,1,7,2,4,1,-4.409761036432681,4.409761036432681,lEft,neutral
66,1,2,1,5,2,-4.614690799952566,4.614690799952566,_3kIn,neutral
67,1,8,1,4,1,-4.967830086613584,4.967830086613584,blVs,neutral
68,1,0,0,9,3,-5.478229350063389,5.478229350063389,sVnsp8rIN,neutral
69,1,0,0,9,3,-6.872707438481989,6.872707438481989,kw2Itj9ns,neutral
70,1,0,0,11,4,-9.766464880951963,9.766464880951963,r1s@rEndlIs,neutral
71,1,0,0,8,3,-5.53869577167949,5.53869577167949,mQNg5liz,neutral
72,1,4,0,4,1,-7.028925206323911,7.028925206323911,{ndz,neutral
73,1,1,0,8,3,-5.173490559356273,5.173490559356273,IntEst@R,neutral
74,1,0,0,7,3,-6.748140933610351,6.748140933610351,bIsEsIv,neutral
75,1,0,0,13,5,-9.030184878116469,9.030184878116469,b{kb{nd{ntIlI,neutral
76,1,1,0,6,2,-5.044697164950535,5.044697164950535,st{J@R,neutral
77,1,14,0,3,1,-4.65799283834801,4.65799283834801,l6t,neutral
78,1,1,0,6,2,-4.738158174357856,4.738158174357856,hQth6s,neutral
79,1,2,1,7,2,-4.70003087122894,4.70003087122894,kw5t1SH,neutral
80,1,0,0,8,3,-6.338950548840359,6.338950548840359,gr{ndIl@,neutral
81,1,3,0,5,2,-5.874532690305383,5.874532690305383,v2nIN,neutral
82,1,4,2,4,1,-4.590714323282346,4.590714323282346,skEJ,neutral
83,1,4,1,5,2,-4.815745427362823,4.815745427362823,m5t@m,neutral
