,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,0,0,11,5,-8.393521742786357,8.393521742786357,n&r@nkologi,anti_homophones
1,1,2,0,6,2,-5.499325443007217,5.499325443007217,=Uk@nt,anti_homophones
2,1,0,0,19,7,-10.42850789979766,10.42850789979766,koprodUk=ionsp&rtal,anti_homophones
3,1,1,0,7,3,-6.105222848645867,6.105222848645867,Umb@zux,anti_homophones
4,1,1,0,7,3,-6.217629932421742,6.217629932421742,hirUnd@,anti_homophones
5,1,0,0,10,4,-6.128779220986044,6.128779220986044,&kupUNktur,anti_homophones
6,1,0,0,8,3,-6.931616944363099,6.931616944363099,rYkXs@ln,anti_homophones
7,1,0,0,9,3,-6.100549575915334,6.100549575915334,kalk/rp@r,anti_homophones
8,1,0,0,11,5,-6.176319830485129,6.176319830485129,polygamir@n,anti_homophones
9,1,2,0,6,2,-4.7680373310507775,4.7680373310507775,kYm@rn,anti_homophones
10,1,6,0,5,2,-4.224752211279156,4.224752211279156,vOlk@,anti_homophones
11,1,0,0,16,6,-10.678180864067771,10.678180864067771,merSBd@rErvErf@n,anti_homophones
12,1,0,0,9,3,-8.150464433373527,8.150464433373527,tUrkSpina,anti_homophones
13,1,1,0,8,3,-5.184917408170348,5.184917408170348,Bspov@rn,anti_homophones
14,1,0,0,12,4,-10.599274612171701,10.599274612171701,forzag@rbrut,anti_homophones
15,1,0,0,20,8,-14.970562404260233,14.970562404260233,&ppBz@ntrExtEritorat,anti_homophones
16,1,1,0,9,4,-4.7783082214034485,4.7783082214034485,briz&=ion,anti_homophones
17,1,0,0,15,6,-11.710907477921973,11.710907477921973,=an@nfar@nrWs@r,anti_homophones
18,1,0,0,22,8,-16.992491084345723,16.992491084345723,kOndOrtzWn@tvEndIg@rIS,anti_homophones
19,1,1,0,7,2,-5.431072310236011,5.431072310236011,tr&vErs,anti_homophones
20,1,1,0,6,3,-5.131748489085446,5.131748489085446,UmhB@n,anti_homophones
21,1,0,0,12,3,-10.470318663502997,10.470318663502997,b9dIgUNsflEk,anti_homophones
22,1,11,1,5,1,-5.111417873574371,5.111417873574371,r7t@n,anti_homophones
23,1,0,0,11,4,-8.037838587667993,8.037838587667993,SisBsSnIt@n,anti_homophones
24,1,0,0,11,5,-8.8397626128296,8.8397626128296,Eks<ini&tur,anti_homophones
25,1,0,0,7,3,-8.890508934196356,8.890508934196356,fatInta,anti_homophones
26,1,2,1,9,4,-4.3065303287156755,4.3065303287156755,yb@rzE=@n,anti_homophones
27,1,0,0,17,6,-12.717727028810373,12.717727028810373,forvExt@nvid@rt@<,anti_homophones
28,1,4,2,6,3,-4.311018710919463,4.311018710919463,&pvWz@,anti_homophones
29,1,0,0,11,5,-6.983180832896474,6.983180832896474,vit&lizatOr,anti_homophones
30,1,0,0,9,4,-6.106546019961561,6.106546019961561,&kumul&nt,anti_homophones
31,1,0,0,22,7,-15.305315132331065,15.305315132331065,&pvInt@rsSvEst/stIgmat,anti_homophones
32,1,0,1,9,3,-4.828071671948434,4.828071671948434,b@lipthWt,anti_homophones
33,1,11,0,3,1,-5.099482052253446,5.099482052253446,zUs,anti_homophones
34,1,0,0,8,3,-5.582008660355765,5.582008660355765,z&xfIrma,anti_homophones
35,1,0,0,19,7,-10.711904289159003,10.711904289159003,b@rufsEnter&pidit9t,anti_homophones
36,1,0,0,19,6,-12.37972466428251,12.37972466428251,zElpstkOmprofilirUN,anti_homophones
37,1,0,0,9,3,-5.939663488017711,5.939663488017711,yb@rStral,anti_homophones
38,1,0,0,9,3,-6.230388076150742,6.230388076150742,fEtg@vIxt,anti_homophones
39,1,1,2,7,2,-5.236947854019531,5.236947854019531,fErbrBn,anti_homophones
40,1,0,0,7,2,-5.071493672334472,5.071493672334472,forS<@n,anti_homophones
41,1,0,0,8,3,-7.558345581694479,7.558345581694479,zEstEl@r,anti_homophones
42,1,1,0,9,3,-7.436684017733714,7.436684017733714,=EntrUm@n,anti_homophones
43,1,0,0,6,2,-5.635431221795021,5.635431221795021,brigal,anti_homophones
44,1,0,0,10,3,-7.862305266104782,7.862305266104782,pOrtfErker,anti_homophones
45,1,3,0,7,3,-5.299116036336415,5.299116036336415,&plenUN,anti_homophones
46,1,1,0,9,3,-6.28025628088264,6.28025628088264,firglWx@n,anti_homophones
47,1,0,0,8,2,-6.167563938945143,6.167563938945143,v&rmbIlt,anti_homophones
