,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,0,0,7,3,-8.613107297507451,8.613107297507451,lOtlaja,neutral
1,1,9,3,5,2,-4.286669046439178,4.286669046439178,maRaZ,neutral
2,1,17,2,3,1,-4.573946632337307,4.573946632337307,sos,neutral
3,1,4,0,6,2,-5.540207845190078,5.540207845190078,dRwaje,neutral
4,1,7,2,5,2,-4.589926909884532,4.589926909884532,p§tik,neutral
5,1,20,0,3,2,-4.5956729170016075,4.5956729170016075,aza,neutral
6,1,3,0,5,2,-4.779632218631159,4.779632218631159,sotEl,neutral
7,1,7,1,7,3,-4.837060711165615,4.837060711165615,polasj§,neutral
8,1,7,0,5,2,-5.136688640188101,5.136688640188101,penyl,neutral
9,1,3,0,5,2,-4.642697745840668,4.642697745840668,gwaj5,neutral
10,1,6,1,5,3,-5.475318287817787,5.475318287817787,@pale,neutral
11,1,1,0,5,2,-5.365972573321817,5.365972573321817,f@d@g,neutral
12,1,7,0,5,2,-4.748184962190117,4.748184962190117,stilo,neutral
13,1,1,0,8,4,-6.147644458066026,6.147644458066026,delimin@,neutral
14,1,0,0,8,3,-5.191017901906449,5.191017901906449,fonEsabl,neutral
15,1,1,0,8,3,-6.0859315530600115,6.0859315530600115,patRinEt,neutral
16,1,2,3,6,2,-4.809180447498056,4.809180447498056,RiflaR,neutral
17,1,0,0,12,5,-10.602071172283987,10.602071172283987,sypjaj°Ravje,neutral
18,1,4,1,5,3,-4.826351000839683,4.826351000839683,animi,neutral
19,1,0,0,6,3,-5.114614893451394,5.114614893451394,inytil,neutral
20,1,0,1,8,4,-5.284789107838128,5.284789107838128,at@tat9R,neutral
21,1,0,0,9,4,-6.137733138908567,6.137733138908567,velomatik,neutral
22,1,0,0,10,4,-5.360204137682595,5.360204137682595,R°fORmasj§,neutral
23,1,1,0,6,2,-5.83222194674335,5.83222194674335,tRolER,neutral
24,1,0,0,16,7,-10.538578549229419,10.538578549229419,Opstinamomifyzj§,neutral
25,1,14,0,4,2,-4.983952192226794,4.983952192226794,aRwa,neutral
26,1,0,0,9,4,-7.488532578565121,7.488532578565121,Reakt8aZe,neutral
27,1,0,0,7,3,-5.296714395798179,5.296714395798179,anonjER,neutral
28,1,0,1,7,2,-4.91389151064644,4.91389151064644,k8izibl,neutral
29,1,0,0,10,4,-8.431833886988455,8.431833886988455,febRiteRal,neutral
30,1,0,1,6,2,-5.065361394323319,5.065361394323319,bj5fEt,neutral
31,1,7,0,4,2,-5.263069276592599,5.263069276592599,evit,neutral
32,1,0,0,10,4,-9.863256952754773,9.863256952754773,mwas@sonaj,neutral
33,1,0,0,10,4,-6.242015128798326,6.242015128798326,koRegRasj§,neutral
34,1,0,0,7,3,-6.698683170839698,6.698683170839698,RomanEZ,neutral
35,1,3,0,6,2,-5.106991162952564,5.106991162952564,kRakER,neutral
36,1,0,0,9,4,-6.799733130073361,6.799733130073361,diseksize,neutral
37,1,25,1,3,1,-4.571276253065837,4.571276253065837,Rab,neutral
38,1,1,0,6,3,-5.62981854088269,5.62981854088269,@kORny,neutral
39,1,0,0,10,4,-6.743754267482861,6.743754267482861,defloRifER,neutral
40,1,2,2,6,3,-5.413655237624278,5.413655237624278,5defin,neutral
41,1,2,5,5,2,-4.245300426006333,4.245300426006333,pudRe,neutral
42,1,9,9,6,2,-4.0635522141310725,4.0635522141310725,komEtR,neutral
43,1,3,0,7,3,-5.070585859701784,5.070585859701784,Rikat9R,neutral
44,1,12,3,3,1,-4.586266067887834,4.586266067887834,k5t,neutral
45,1,1,0,6,2,-6.693836142164596,6.693836142164596,tR@kEt,neutral
46,1,6,0,6,2,-5.73433660018005,5.73433660018005,kaRsEl,neutral
47,1,0,0,12,4,-9.927325700371604,9.927325700371604,pl@tastRinER,neutral
48,1,3,1,4,2,-4.655392443395517,4.655392443395517,f§d@,neutral
49,1,1,0,11,6,-6.111307914567694,6.111307914567694,5denuabl°m@,neutral
50,1,2,0,5,2,-5.320549070475058,5.320549070475058,pOlaR,neutral
51,1,1,1,6,2,-4.66357418231831,4.66357418231831,laR5ks,neutral
52,1,5,2,5,2,-4.5672334372732655,4.5672334372732655,sin8e,neutral
53,1,0,0,9,3,-6.217316445903453,6.217316445903453,sed8izibl,neutral
54,1,0,0,8,4,-5.860679634141517,5.860679634141517,matyRize,neutral
55,1,1,1,5,2,-5.011588508368569,5.011588508368569,mikal,neutral
56,1,0,0,9,4,-8.94595053367319,8.94595053367319,k§v5kybRe,neutral
57,1,1,1,6,3,-5.150923752347492,5.150923752347492,deliR@,neutral
58,1,2,0,6,2,-5.6544565621042615,5.6544565621042615,djable,neutral
59,1,2,0,6,3,-6.217080670457066,6.217080670457066,@kikin,neutral
60,1,13,9,4,1,-3.931355895518074,3.931355895518074,tRaZ,neutral
61,1,0,0,13,7,-10.130699354043298,10.130699354043298,seanimalisite,neutral
62,1,5,2,4,2,-4.482949833552451,4.482949833552451,@bOl,neutral
63,1,18,1,3,1,-4.583624848229598,4.583624848229598,byl,neutral
64,1,8,4,3,1,-4.6230427099555715,4.6230427099555715,swE,neutral
65,1,0,0,9,4,-5.328753626587138,5.328753626587138,seleRat9R,neutral
66,1,0,0,10,4,-8.094527541546524,8.094527541546524,pRefaktomi,neutral
67,1,0,0,8,4,-5.532323960935173,5.532323960935173,kaR@bole,neutral
68,1,2,2,5,2,-4.910063544584061,4.910063544584061,pyRit,neutral
69,1,0,0,7,3,-10.561177845717156,10.561177845717156,avkozEj,neutral
70,1,1,0,6,3,-4.676447599783771,4.676447599783771,k§pet@,neutral
71,1,0,0,19,9,-11.594768616376795,11.594768616376795,t@n°Z2RotRomenoloZi,neutral
72,1,1,2,9,4,-5.0531710533704945,5.0531710533704945,aten8asj§,neutral
73,1,3,0,6,3,-4.750218109120172,4.750218109120172,bEk°te,neutral
74,1,0,1,6,2,-4.737118902546571,4.737118902546571,bRazyR,neutral
75,1,0,0,8,3,-6.531838579470826,6.531838579470826,t8ijotaR,neutral
76,1,1,3,7,3,-4.654170822656056,4.654170822656056,p@tufle,neutral
77,1,0,0,16,7,-9.204216673921753,9.204216673921753,k@titysjonizat9R,neutral
78,1,0,0,9,4,-4.565613813848068,4.565613813848068,agRegasj§,neutral
79,1,0,0,7,4,-5.45043554656546,5.45043554656546,odalite,neutral
80,1,2,2,5,2,-4.575925464973623,4.575925464973623,fajiR,neutral
81,1,5,0,5,2,-4.747256083564358,4.747256083564358,lopEt,neutral
82,1,2,0,5,2,-6.996258022330052,6.996258022330052,iRsj§,neutral
83,1,1,0,6,2,-5.109419764095718,5.109419764095718,tRebys,neutral
84,1,22,2,4,2,-4.642711047984459,4.642711047984459,palo,neutral
85,1,4,1,4,2,-4.834674045265603,4.834674045265603,Read,neutral
86,1,2,2,4,2,-4.743551416725526,4.743551416725526,Ryp5,neutral
87,1,2,0,7,3,-4.918713757767219,4.918713757767219,vElasj§,neutral
88,1,0,0,17,8,-13.894327434810332,13.894327434810332,selak@t°nERvyR°te,neutral
89,1,18,3,3,1,-4.592721032553421,4.592721032553421,Z@t,neutral
90,1,0,0,8,4,-6.8692971334810125,6.8692971334810125,syRRene5,neutral
91,1,1,1,9,3,-5.0296376801534475,5.0296376801534475,mORganizm,neutral
92,1,0,0,9,3,-5.339731312516912,5.339731312516912,kwadRijad,neutral
93,1,0,0,11,4,-8.49010874421008,8.49010874421008,pRopEptimik,neutral
94,1,0,0,20,9,-12.90350358646497,12.90350358646497,k§kyR@tis°manyfaksj§,neutral
95,1,9,5,5,2,-3.784946587293265,3.784946587293265,nasj§,neutral
96,1,4,0,5,1,-5.104079558092506,5.104079558092506,stERn,neutral
97,1,2,0,5,3,-4.549365226900217,4.549365226900217,abije,neutral
98,1,1,0,5,3,-5.433069542405909,5.433069542405909,koezi,neutral
99,1,0,0,10,4,-9.791257090841608,9.791257090841608,k§pRomERde,neutral
100,1,7,0,4,2,-4.626930411844538,4.626930411844538,RoSE,neutral
101,1,11,2,4,2,-4.1624801937240825,4.1624801937240825,semi,neutral
102,1,6,0,5,2,-4.93912007462463,4.93912007462463,dekRe,neutral
103,1,1,0,6,2,-5.67674716517014,5.67674716517014,gRijEt,neutral
104,1,4,0,5,2,-5.719581015991712,5.719581015991712,debiS,neutral
105,1,6,0,7,3,-4.439881766441158,4.439881766441158,siNasj§,neutral
106,1,11,1,5,2,-4.34936181373803,4.34936181373803,katif,neutral
107,1,0,0,12,5,-6.9136300419990375,6.9136300419990375,pRefORmatize,neutral
108,1,2,1,5,2,-4.792178323055379,4.792178323055379,tR5ke,neutral
109,1,9,4,4,2,-4.297482816122271,4.297482816122271,ipER,neutral
110,1,0,0,8,3,-8.063069365088102,8.063069365088102,kloRiz9R,neutral
111,1,0,0,11,5,-12.173470379682499,12.173470379682499,RogliseRaky,neutral
112,1,3,0,5,2,-5.098555245742754,5.098555245742754,vERZy,neutral
113,1,18,3,4,2,-4.590962143314107,4.590962143314107,kame,neutral
114,1,0,0,8,3,-7.562443951990401,7.562443951990401,REspiRyR,neutral
115,1,0,0,11,5,-7.662597579202083,7.662597579202083,ORganotasj§,neutral
116,1,2,0,7,4,-5.141403334620702,5.141403334620702,afoloZi,neutral
117,1,0,0,9,3,-8.344920849263996,8.344920849263996,stRagalal,neutral
118,1,0,1,7,3,-4.914043780017275,4.914043780017275,siRkaEt,neutral
119,1,18,0,4,2,-4.753743523195228,4.753743523195228,pize,neutral
120,1,0,0,8,3,-6.352363364969298,6.352363364969298,delavabl,neutral
121,1,0,0,9,4,-8.588214997965471,8.588214997965471,RifolaZEl,neutral
122,1,0,0,7,3,-4.915440449943616,4.915440449943616,anEkdOk,neutral
123,1,0,1,7,2,-4.889545227911601,4.889545227911601,pwavRad,neutral
124,1,4,3,5,2,-4.798899041435358,4.798899041435358,Rid9R,neutral
125,1,2,2,6,3,-4.609754870826544,4.609754870826544,s5dike,neutral
